source_row_id,source_csv_line,category_context,Name,gross_sales_final,net_sales_final,gross_to_net_reduction_final,cogs_final,gross_profit_final,gross_margin_pct_final,corrected_profitability_scope_status,presentation_type_corrected,catalog_finding_class,final_audit_priority,maximum_priority_score,finding_count,distinct_finding_type_count,finding_codes,recommended_actions,priority_queue_rank
768,784,1.25 Sweets & Candies,Dulces Tipicos Jabalina Extreme 50ct,119.96,119.96,0.0,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,high,71.289592760181,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,292
41,57,2. Restaurant,Coca cola Zero 355ml lata Rest,3730.0,3625.13,104.86999999999989,969.8,2655.33,73.24785593895943,validated_consistent_positive_sales_positive_cogs,volume_based,no_catalog_finding,high,71.28235294117647,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",293
454,470,1.03 Beverages,Electrolit Suero Hidratante Limon 625ml,687.85,583.1,104.75,331.41,251.69,43.16412279197393,validated_consistent_positive_sales_positive_cogs,volume_based,no_catalog_finding,high,71.23529411764706,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",294
742,758,1.25 Sweets & Candies,Ramo Cake Extrafino - 600 Gr,298.87,195.37,103.5,190.45,4.92,2.518298612888365,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,71.18823529411765,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",295
1120,1136,1.10 Dairy,Rumba Cheese Oaxaca Boule 200 Gr,395.67,293.67,102.0,241.23,52.44,17.856778016140566,validated_consistent_positive_sales_positive_cogs,weight_based,actionable_review_candidate,high,71.14117647058823,3,3,CATALOG_ACTIONABLE | LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",296
548,564,1.03 Beverages,Frescolita Lata 330 ml x 6,119.92,119.92,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,high,71.10859728506787,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",297
99,115,2. Restaurant,Burridog & Fries,203.83,197.83,6.0,0.0,197.83,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,high,71.0919540229885,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",298
13,29,2. Restaurant,Carne Asada,14378.1,14279.13,98.97000000000116,6784.05,7495.08,52.48975252693967,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,71.04705882352941,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",299
770,786,1.25 Sweets & Candies,De La Rosa Pulparindots Mango 12.8Oz / 360g BOX,119.88,118.88,1.0,,,,positive_sales_without_complete_profitability,pack_or_case_count_unresolved,actionable_review_candidate,high,70.92760180995475,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",300
662,678,1.25 Sweets & Candies,Nestle Cri Cri 123g UNIT,656.47,561.97,94.5,422.09,139.88,24.891008416819403,validated_consistent_positive_sales_positive_cogs,explicit_single_unit,no_catalog_finding,high,70.90588235294118,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",301
83,99,2. Restaurant,Papas Fritas - French Fries,650.37,556.55,93.82000000000005,57.05,499.5,89.74934866588806,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.85882352941178,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",302
29,45,2. Restaurant,Meat Quesadilla,7311.28,7218.29,92.98999999999978,3705.2,3513.09,48.66928316817418,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.81176470588235,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",303
166,182,4.Bakery,160 Venezuelan Cheese Empanada,3762.57,3673.87,88.70000000000027,1414.5,2259.37,61.49836548380863,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.76470588235294,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",304
772,788,1.25 Sweets & Candies,Nestle Toronto Box 324g X36 - BOX,116.97,116.97,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,70.74660633484163,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,305
167,183,4.Bakery,160 Venezuelan Pabellon Empanada,3682.77,3594.22,88.55000000000018,1569.1,2025.12,56.34379642871055,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.71764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",306
1085,1101,1.26 Tortillas,"Don Pancho Corn Tortillas 5"" 40.23 oz Taquera",388.72,300.88,87.84000000000003,265.2,35.68,11.858548258441903,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,70.67058823529412,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",307
532,548,1.03 Beverages,Boing Mango 500ml x unit,171.47,171.47,0.0,0.0,171.47,,positive_sales_with_zero_cogs,explicit_single_unit,no_catalog_finding,high,70.63218390804597,1,1,ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",308
30,46,2. Restaurant,Calentao Breakfast,7240.17,7152.51,87.65999999999985,2144.52,5007.99,70.01723870361593,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.62352941176471,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",309
40,56,2. Restaurant,Taco Unit,5185.0,5097.83,87.17000000000007,2411.64,2686.19,52.69281243195635,validated_consistent_positive_sales_positive_cogs,explicit_single_unit,no_catalog_finding,high,70.5764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",310
2017,2033,1.16 Miscelanea,Veladora Divino Nino,115.71,115.71,0.0,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,high,70.56561085972851,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,311
940,956,1.05 Chips & Snacks,Sabritas Tostitos salsa verde 175g,854.93,854.13,0.7999999999999545,493.27,360.86,42.24883799889947,validated_consistent_positive_sales_positive_cogs,weight_based,actionable_review_candidate,high,70.55555555555556,2,2,CATALOG_ACTIONABLE | REVENUE_REDUCTION,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",312
807,823,1.25 Sweets & Candies,Nestle Toronto Box 324g Nestle Toronto unit,155.25,68.31,86.94,,,,positive_sales_without_complete_profitability,pack_or_case_count_unresolved,actionable_review_candidate,high,70.52941176470588,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",313
160,176,4.Bakery,160 Venezuelan Chicken Empanada,4253.34,4168.61,84.73000000000047,1599.0,2569.61,61.64189022240028,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.43529411764706,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",314
232,248,4.Bakery,160 LM White Chocolate Cake,473.93,389.69,84.24000000000001,211.5,178.19,45.72608996894968,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.38823529411764,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",315
775,791,1.25 Sweets & Candies,Chocolatina Chocobreak 150g X30,113.22,113.22,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,70.38461538461539,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,316
227,243,4.Bakery,160 Tequeno Promo  $1.00,485.0,480.09,4.910000000000025,485.0,-4.91,-1.0227249057468393,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.3225806451613,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",317
174,190,4.Bakery,160 Fresas con Crema,2428.96,2347.58,81.38000000000011,1361.95,985.63,41.98493768050503,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.24705882352941,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",318
1397,1413,1.07 Condiments & Spices,Goya Adobo con Comino 340 Gr - 12oz,112.5,112.5,0.0,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,high,70.20361990950227,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,319
165,181,4.Bakery,160 Chocoflan,3855.14,3774.65,80.48999999999978,1941.44,1833.21,48.566357145695626,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,70.2,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",320
537,553,1.03 Beverages,Jarritos Fresa 12.5oz x Unit,158.67,158.67,0.0,0.0,158.67,,positive_sales_with_zero_cogs,explicit_single_unit,no_catalog_finding,high,70.17241379310344,1,1,ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",321
965,981,1.05 Chips & Snacks,Sabritas Cheetos Flamin Hot 145g 1310,559.2,482.2,77.00000000000006,355.36,126.84,26.30443799253422,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,70.15294117647059,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",322
1497,1513,3.Coffee160,160 Condensed Latte 12oz,1100.29,1079.88,20.409999999999854,992.29,87.59,8.111086417009297,validated_consistent_positive_sales_positive_cogs,weight_based,informational_family_variant,high,70.07692307692308,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",323
778,794,1.25 Sweets & Candies,De La Rosa Pulparindots Original BOX,111.0,111.0,0.0,,,,positive_sales_without_complete_profitability,pack_or_case_count_unresolved,actionable_review_candidate,high,70.02262443438914,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",324
1363,1379,1.07 Condiments & Spices,Consomate 2.96oz,382.89,309.83,73.06,242.88,66.95,21.6086240841752,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,70.01176470588236,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",325
1993,2009,Uncategorized,Manual Transaction,0.0,-4.0,4.0,,,,non_positive_net_sales,presentation_not_explicit,adjustment_record,high,70.0,2,2,MANUAL_NEGATIVE_ADJUSTMENT | REVENUE_REDUCTION,"Trace the manual transaction to user, date, reason, approval and original sale. | Validate discount/refund authorization, business purpose and policy compliance.",326
81,97,2. Restaurant,Torta de Churrasco,737.59,665.61,71.98000000000002,369.0,296.61,44.56213097759949,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.96470588235294,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",327
733,749,1.25 Sweets & Candies,Dulcor sweet potato vanilla and chocolate 700 gr,298.77,227.27,71.49999999999997,205.85,21.42,9.424913098957187,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,69.91764705882352,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",328
146,162,4.Bakery,160 Tres Leches Cake Sli,20582.24,20510.98,71.26000000000204,6192.17,14318.81,69.81046249374725,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.87058823529412,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",329
553,569,1.03 Beverages,Maltin Polar 12 oz X24,109.98,109.98,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,69.84162895927602,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,330
59,75,2. Restaurant,Arroz Blanco - White Rice,1867.32,1796.45,70.86999999999989,187.2,1609.25,89.57944835648084,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.82352941176471,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",331
148,164,4.Bakery,160 Pandebono,10038.0,9968.99,69.01000000000022,4822.42,5146.56,51.62569126862401,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.7764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",332
251,267,4.Bakery,160 Chocoflan Grande,130.0,130.0,0.0,0.0,130.0,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,high,69.71264367816092,1,1,ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",333
783,799,1.25 Sweets & Candies,Tamaroca Banderilla Con Chile X30,104.97,104.97,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,69.6606334841629,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,334
22,38,2. Restaurant,Chicken Colombian Empanada,10469.25,10404.2,65.04999999999927,4758.75,5645.45,54.26125987581938,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.63529411764705,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",335
294,310,1.12 Frozen Products,Ravi Frozen Yellow Sliced Plantain 3 LB,9469.71,9404.73,64.97999999999956,5282.83,4121.9,43.827946150500864,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,69.58823529411765,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",336
178,194,4.Bakery,160 Venezuela Plantain & Cheese Empanada,2154.6,2091.15,63.44999999999982,810.0,1281.15,61.26533247256295,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.54117647058824,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",337
1202,1218,1.23 Sauces,Fritz Corn Sauce 240g,251.76,188.76,63.0,161.28,27.48,14.55816910362365,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,69.49411764705883,2,2,LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate discount/refund authorization, business purpose and policy compliance.",338
556,572,1.03 Beverages,Postobon Uva Soda Bottle - 14 Oz X24,103.92,103.92,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,69.47963800904978,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,339
245,261,4.Bakery,160 LM Copa Veneciana Frutos Rojos / Berry Cup,217.49,154.59,62.900000000000006,94.54,60.05,38.84468594346336,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.4470588235294,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",340
1117,1133,1.10 Dairy,Rumba Cheese Oaxaca Boule 200 Gr,707.41,707.41,0.0,431.29,276.12,39.0325271059216,validated_consistent_positive_sales_positive_cogs,weight_based,actionable_review_candidate,high,69.44444444444444,1,1,CATALOG_ACTIONABLE,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",341
1183,1199,1.23 Sauces,Emperador Teloloapan Mole Almendrado  1k,371.88,309.9,61.98000000000002,200.8,109.1,35.20490480800258,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.35294117647058,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",342
787,803,1.25 Sweets & Candies,Nestle Savoy Cri Cri 27 g / .95 oz X12,115.96,101.46,14.5,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,high,69.29864253393666,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",343
675,691,1.25 Sweets & Candies,Su Sabor Bocadillo de Guayaba regular 18 uni / 650g,550.19,489.79,60.400000000000034,328.86,160.93,32.856938688009144,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,69.25882352941176,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",344
1527,1543,3.Coffee160,Mint Lemonade,126.27,124.62,1.6499999999999915,0.0,124.62,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,high,69.2528735632184,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",345
1092,1108,1.26 Tortillas,Don Pancho Thin Chip Tortilla 26oz,169.66,109.66,60.0,113.56,-3.9,-3.556447200437717,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,69.18823529411765,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",346
159,175,4.Bakery,160 Venezuelan Beef Empanada,4831.89,4771.91,59.98000000000047,1816.5,2955.41,61.93348156189031,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,69.11764705882354,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",347
789,805,1.25 Sweets & Candies,Pelon Pelo Rico 28 Gr X12,99.9,99.9,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,69.11764705882354,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,348
653,669,1.25 Sweets & Candies,Gamesa Marias box 19.7oz / 560g,719.36,682.19,37.16999999999996,442.08,240.11,35.19693926911857,validated_consistent_positive_sales_positive_cogs,pack_or_case_count_unresolved,actionable_review_candidate,high,69.07407407407408,2,2,CATALOG_ACTIONABLE | REVENUE_REDUCTION,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",349
442,458,1.03 Beverages,Jarritos Lime 12.5oz UNIT,794.03,735.54,58.49000000000001,455.84,279.7,38.0264839437692,validated_consistent_positive_sales_positive_cogs,explicit_single_unit,no_catalog_finding,high,69.02352941176471,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",350
951,967,1.05 Chips & Snacks,Sinha Batata Palha / Tradicional Potatoes 90g,694.26,635.86,58.39999999999998,415.86,220.0,34.598811059038155,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,68.97647058823529,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",351
790,806,1.25 Sweets & Candies,Sonrics Rockaleta X20,98.75,98.75,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,high,68.93665158371041,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",352
70,86,2. Restaurant,Frijoles Colombianos - Colombian Beans,1133.16,1074.86,58.30000000000018,90.88,983.98,91.54494538823664,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.92941176470589,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",353
203,219,4.Bakery,160 Pasabocas Pastel Guayaba,1317.25,1311.47,5.779999999999973,416.59,900.38,,positive_sales_with_configuration_anomaly,presentation_not_explicit,no_catalog_finding,high,68.88888888888889,2,2,PROFIT_CONFIGURATION_ANOMALY | REVENUE_REDUCTION,"Reconcile item COGS, reported Gross Profit and POS configuration against source transactions. | Validate discount/refund authorization, business purpose and policy compliance.",354
724,740,1.25 Sweets & Candies,Nestle Savoy Cri Cri 27 g / .95 oz UNIT,312.78,254.73,58.04999999999998,202.28,52.45,20.59042908177286,validated_consistent_positive_sales_positive_cogs,explicit_single_unit,actionable_review_candidate,high,68.88235294117646,3,3,CATALOG_ACTIONABLE | LOW_MARGIN | REVENUE_REDUCTION,"Review price-cost relationship and whether discounts compressed the observed margin. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",355
50,66,2. Restaurant,Tacos de Chicharron en Salsa Verde,2609.4,2552.92,56.48000000000002,859.2,1693.72,66.34442129013051,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.83529411764707,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",356
253,269,4.Bakery,160 Milhojas Grande,120.0,120.0,0.0,0.0,120.0,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,high,68.79310344827586,1,1,ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",357
170,186,4.Bakery,160 Venezuelan Chicken & Cheese Empanada,2960.58,2904.54,56.039999999999964,1113.0,1791.54,61.68067921254312,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.78823529411764,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",358
1224,1240,1.23 Sauces,M. Lycha Salsita de Tomate Sofrito criollo 8 oz / 227 g,97.72,97.72,0.0,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,high,68.7556561085973,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,359
293,309,1.12 Frozen Products,Caribe Yuca Frozen 4 LB,18830.54,18774.57,55.970000000001164,11804.97,6969.6,37.122554604446336,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,68.71764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",360
23,39,2. Restaurant,UMS Lechona,10233.6,10177.63,55.970000000001164,2490.67,7686.96,75.52799620343833,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.71764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",361
215,231,4.Bakery,160 Quesadilla Salvadorena,1054.22,999.24,54.98000000000002,729.88,269.36,26.95648693006685,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.64705882352942,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",362
444,460,1.03 Beverages,Topo Chico Lime Mineral Water - 12oz UNIT,770.07,715.32,54.75,513.38,201.94,28.23072191466756,validated_consistent_positive_sales_positive_cogs,explicit_single_unit,informational_family_variant,high,68.5764705882353,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",363
1529,1545,3.Coffee160,Macadamia Nuts Milkshake,96.6,96.6,0.0,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,high,68.57466063348417,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,364
351,367,1.12 Frozen Products,TajaCol Frozen Fruit Pulp Tablet Mango 14 oz,556.76,502.15,54.610000000000014,326.54,175.61,34.97162202529125,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,high,68.50588235294117,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",365
814,830,1.25 Sweets & Candies,Aldor Frunas Original  352g x 32,113.81,59.81,54.0,42.75,17.06,28.52365825112857,validated_consistent_positive_sales_positive_cogs,explicit_multipack,no_catalog_finding,high,68.45882352941176,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",366
794,810,1.25 Sweets & Candies,Lucas Skwinkles Salsagheti 10.2 oz / 288 g X12,92.75,92.75,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,high,68.39366515837104,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,367
61,77,2. Restaurant,Pork Milanesa - Chuleta de Cerdo,1742.17,1689.68,52.49000000000001,415.0,1274.68,75.4391364045263,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.36470588235295,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",368
952,968,1.05 Chips & Snacks,Sabritas Tostitos Salsa Verde  - 175 Gr,623.56,623.56,0.0,408.19,215.37,34.53877734299827,validated_consistent_positive_sales_positive_cogs,weight_based,actionable_review_candidate,high,68.33333333333334,1,1,CATALOG_ACTIONABLE,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",369
112,128,2. Restaurant,COLOMBIAN STEAK BREAKFAST,119.92,119.92,0.0,0.0,119.92,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,high,68.33333333333333,1,1,ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",370
2018,2034,1.16 Miscelanea,Veladora Santisima Muerte Black,143.64,91.64,51.999999999999986,91.8,-0.16,-0.1745962461807071,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.31764705882352,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",371
2049,2065,1.01 Aceites,La Espanola Extra Virgin Olive Oil 16.9 Oz - 500 ML,50.98,0.0,50.98,0.0,0.0,,non_positive_net_sales,volume_based,no_catalog_finding,high,68.27058823529411,1,1,REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance.",372
2005,2021,1.16 Miscelanea,Paper Bag,905.4,905.4,0.0,863.28,42.12,4.652087475149106,validated_consistent_positive_sales_positive_cogs,presentation_not_explicit,no_catalog_finding,high,68.23076923076923,1,1,LOW_MARGIN,Review price-cost relationship and whether discounts compressed the observed margin.,373
