source_row_id,source_csv_line,category_context,Name,gross_sales_final,net_sales_final,finding_code,finding_theme,finding_classification,finding_amount,finding_amount_basis,base_severity_weight,recommended_action,impact_percentile_within_type,priority_score,finding_priority,finding_priority_rank,global_finding_rank
1088,1104,1.26 Tortillas,"Don Pancho Tortilla Lonchera 4"" 35.29oz",314.55,206.05,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,108.5,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",91.41176470588235,71.56470588235294,high,3,309
1521,1537,3.Coffee160,160 Cafe Regular 16oz,201.5,198.51,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,198.51,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",41.37931034482759,71.55172413793103,high,3,310
554,570,1.03 Beverages,Amargo Terma Limon Tea 1.35 Lt /46oz,215.82,107.82,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,108.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",91.23529411764706,71.49411764705883,high,3,311
683,699,1.25 Sweets & Candies,Ricolino Paleta Payaso 450g/15.8oz UNIT,563.73,455.73,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,108.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",91.23529411764706,71.49411764705883,high,3,312
767,783,1.25 Sweets & Candies,Marinela Gansitos - 50 Gr X24,119.97,119.97,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,119.97,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,41.17647058823529,71.47058823529412,high,3,313
1489,1505,3.Coffee160,160 Americano 12oz,3943.64,3837.84,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,105.79999999999973,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",91.05882352941177,71.4235294117647,high,3,314
1651,1667,1.09 Cookies & Crackers,Noel Crackers Saltin Integral 2 Tacos 276 Gr,461.34,356.13,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,105.20999999999998,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.94117647058823,71.37647058823529,high,3,315
978,994,1.05 Chips & Snacks,La Molienda Papa Casera Spicy Hot 170g/ 6 oz,503.28,398.28,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,105.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.8235294117647,71.32941176470587,high,3,316
1496,1512,3.Coffee160,160 Condensed Latte 16oz,1376.5,1361.09,LOW_MARGIN,profitability_result,margin_review_not_confirmed_loss,1361.09,associated_net_sales,35,Review price-cost relationship and whether discounts compressed the observed margin.,90.76923076923077,71.3076923076923,high,3,317
1430,1446,1.04 Can Products,La Costena Chipotle Peppers in Adobo Sauce - 11.2 oz / 319ml,934.83,934.83,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,934.83,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",90.74074074074075,71.2962962962963,high,3,318
768,784,1.25 Sweets & Candies,Dulces Tipicos Jabalina Extreme 50ct,119.96,119.96,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,119.96,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,40.723981900452486,71.289592760181,high,3,319
41,57,2. Restaurant,Coca cola Zero 355ml lata Rest,3730.0,3625.13,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,104.86999999999989,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.70588235294117,71.28235294117647,high,3,320
454,470,1.03 Beverages,Electrolit Suero Hidratante Limon 625ml,687.85,583.1,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,104.75,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.58823529411765,71.23529411764706,high,3,321
742,758,1.25 Sweets & Candies,Ramo Cake Extrafino - 600 Gr,298.87,195.37,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,103.5,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.47058823529412,71.18823529411765,high,3,322
1120,1136,1.10 Dairy,Rumba Cheese Oaxaca Boule 200 Gr,395.67,293.67,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,102.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.3529411764706,71.14117647058823,high,3,323
548,564,1.03 Beverages,Frescolita Lata 330 ml x 6,119.92,119.92,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,119.92,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,40.27149321266968,71.10859728506787,high,3,324
38,54,2. Restaurant,Carne Sudada,5437.94,5338.94,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,99.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.23529411764706,71.09411764705882,high,3,325
99,115,2. Restaurant,Burridog & Fries,203.83,197.83,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,197.83,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",40.229885057471265,71.0919540229885,high,3,326
13,29,2. Restaurant,Carne Asada,14378.1,14279.13,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,98.97000000000116,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.11764705882352,71.04705882352941,high,3,327
754,770,1.25 Sweets & Candies,Las Nelas Choco Wow Cake 6 / 800 Gr Unit,253.98,156.09,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,97.88999999999999,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",90.0,71.0,high,3,328
49,65,2. Restaurant,Platano Maduro - Fried Plantain,2733.15,2637.91,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,95.24000000000024,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.88235294117646,70.95294117647059,high,3,329
770,786,1.25 Sweets & Candies,De La Rosa Pulparindots Mango 12.8Oz / 360g BOX,119.88,118.88,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,118.88,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,39.81900452488688,70.92760180995475,high,3,330
645,661,1.25 Sweets & Candies,Sonrics Rockaleta 20 Pack,888.75,888.75,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,888.75,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",89.81481481481481,70.92592592592592,high,3,331
662,678,1.25 Sweets & Candies,Nestle Cri Cri 123g UNIT,656.47,561.97,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,94.5,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.76470588235294,70.90588235294118,high,3,332
83,99,2. Restaurant,Papas Fritas - French Fries,650.37,556.55,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,93.82000000000005,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.64705882352942,70.85882352941178,high,3,333
29,45,2. Restaurant,Meat Quesadilla,7311.28,7218.29,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,92.98999999999978,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.52941176470588,70.81176470588235,high,3,334
166,182,4.Bakery,160 Venezuelan Cheese Empanada,3762.57,3673.87,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,88.70000000000027,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.41176470588236,70.76470588235294,high,3,335
772,788,1.25 Sweets & Candies,Nestle Toronto Box 324g X36 - BOX,116.97,116.97,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,116.97,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,39.366515837104075,70.74660633484163,high,3,336
167,183,4.Bakery,160 Venezuelan Pabellon Empanada,3682.77,3594.22,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,88.55000000000018,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.29411764705883,70.71764705882353,high,3,337
934,950,1.05 Chips & Snacks,Sabritas Doritos Dinamita Chile Limon 200g 30,1437.57,1118.82,LOW_MARGIN,profitability_result,margin_review_not_confirmed_loss,1118.82,associated_net_sales,35,Review price-cost relationship and whether discounts compressed the observed margin.,89.23076923076924,70.6923076923077,high,3,338
1085,1101,1.26 Tortillas,"Don Pancho Corn Tortillas 5"" 40.23 oz Taquera",388.72,300.88,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,87.84000000000003,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.17647058823529,70.67058823529412,high,3,339
532,548,1.03 Beverages,Boing Mango 500ml x unit,171.47,171.47,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,171.47,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",39.08045977011494,70.63218390804597,high,3,340
30,46,2. Restaurant,Calentao Breakfast,7240.17,7152.51,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,87.65999999999985,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",89.05882352941177,70.62352941176471,high,3,341
40,56,2. Restaurant,Taco Unit,5185.0,5097.83,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,87.17000000000007,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.94117647058823,70.5764705882353,high,3,342
2017,2033,1.16 Miscelanea,Veladora Divino Nino,115.71,115.71,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,115.71,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,38.91402714932127,70.56561085972851,high,3,343
940,956,1.05 Chips & Snacks,Sabritas Tostitos salsa verde 175g,854.93,854.13,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,854.13,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",88.88888888888889,70.55555555555556,high,3,344
807,823,1.25 Sweets & Candies,Nestle Toronto Box 324g Nestle Toronto unit,155.25,68.31,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,86.94,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.8235294117647,70.52941176470588,high,3,345
423,439,1.03 Beverages,Topo Chico Box 12 - 355ml UNIT,1440.41,1354.92,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,85.49000000000001,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.70588235294117,70.48235294117647,high,3,346
160,176,4.Bakery,160 Venezuelan Chicken Empanada,4253.34,4168.61,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,84.73000000000047,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.58823529411765,70.43529411764706,high,3,347
232,248,4.Bakery,160 LM White Chocolate Cake,473.93,389.69,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,84.24000000000001,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.47058823529412,70.38823529411764,high,3,348
775,791,1.25 Sweets & Candies,Chocolatina Chocobreak 150g X30,113.22,113.22,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,113.22,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,38.46153846153847,70.38461538461539,high,3,349
1498,1514,3.Coffee160,160 Chocolate 12oz,1105.23,1021.13,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,84.10000000000002,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.3529411764706,70.34117647058824,high,3,350
227,243,4.Bakery,160 Tequeno Promo  $1.00,485.0,480.09,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,4.91,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",25.806451612903224,70.3225806451613,high,3,351
569,585,1.03 Beverages,Terma Cuyano Tea 1.35 Lt/46oz,167.86,83.86,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,84.00000000000001,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.23529411764706,70.29411764705883,high,3,352
174,190,4.Bakery,160 Fresas con Crema,2428.96,2347.58,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,81.38000000000011,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.11764705882354,70.24705882352941,high,3,353
1397,1413,1.07 Condiments & Spices,Goya Adobo con Comino 340 Gr - 12oz,112.5,112.5,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,112.5,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,38.009049773755656,70.20361990950227,high,3,354
165,181,4.Bakery,160 Chocoflan,3855.14,3774.65,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,80.48999999999978,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",88.0,70.2,high,3,355
648,664,1.25 Sweets & Candies,De La Rosa Mazapan Gigante 1000 g Unit 50g / 1.76 Oz,770.0,770.0,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,770.0,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",87.96296296296296,70.18518518518519,high,3,356
537,553,1.03 Beverages,Jarritos Fresa 12.5oz x Unit,158.67,158.67,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,158.67,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",37.93103448275862,70.17241379310344,high,3,357
965,981,1.05 Chips & Snacks,Sabritas Cheetos Flamin Hot 145g 1310,559.2,482.2,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,77.00000000000006,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.88235294117646,70.15294117647059,high,3,358
1500,1516,3.Coffee160,160 Vanilla Latte 16oz,1007.66,931.27,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,76.38999999999999,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.76470588235294,70.10588235294118,high,3,359
1497,1513,3.Coffee160,160 Condensed Latte 12oz,1100.29,1079.88,LOW_MARGIN,profitability_result,margin_review_not_confirmed_loss,1079.88,associated_net_sales,35,Review price-cost relationship and whether discounts compressed the observed margin.,87.6923076923077,70.07692307692308,high,3,360
786,802,1.25 Sweets & Candies,Su Sabor Guava and Manjar Twist / Mermelada de Guava y Manjar  270g,175.78,101.78,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,74.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.6470588235294,70.05882352941177,high,3,361
778,794,1.25 Sweets & Candies,De La Rosa Pulparindots Original BOX,111.0,111.0,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,111.0,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,37.55656108597285,70.02262443438914,high,3,362
1363,1379,1.07 Condiments & Spices,Consomate 2.96oz,382.89,309.83,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,73.06,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.52941176470588,70.01176470588236,high,3,363
1993,2009,Uncategorized,Manual Transaction,0.0,-4.0,MANUAL_NEGATIVE_ADJUSTMENT,manual_adjustment_control,negative_balance_requires_transaction_validation,4.0,absolute_negative_net_sales,50,"Trace the manual transaction to user, date, reason, approval and original sale.",50.0,70.0,high,3,364
81,97,2. Restaurant,Torta de Churrasco,737.59,665.61,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,71.98000000000002,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.41176470588236,69.96470588235294,high,3,365
733,749,1.25 Sweets & Candies,Dulcor sweet potato vanilla and chocolate 700 gr,298.77,227.27,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,71.49999999999997,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.29411764705883,69.91764705882352,high,3,366
146,162,4.Bakery,160 Tres Leches Cake Sli,20582.24,20510.98,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,71.26000000000204,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.17647058823529,69.87058823529412,high,3,367
553,569,1.03 Beverages,Maltin Polar 12 oz X24,109.98,109.98,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,109.98,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,37.10407239819005,69.84162895927602,high,3,368
59,75,2. Restaurant,Arroz Blanco - White Rice,1867.32,1796.45,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,70.86999999999989,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",87.05882352941177,69.82352941176471,high,3,369
651,667,1.25 Sweets & Candies,Nestle Savoy Carre Leche y Avellanas 2.2lb / 1kg UNIT,719.1,719.1,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,719.1,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",87.03703703703704,69.81481481481481,high,3,370
148,164,4.Bakery,160 Pandebono,10038.0,9968.99,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,69.01000000000022,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.94117647058823,69.7764705882353,high,3,371
33,49,2. Restaurant,Sopa de Tortillas con Pollo,6628.69,6560.44,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,68.25,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.82352941176471,69.72941176470589,high,3,372
251,267,4.Bakery,160 Chocoflan Grande,130.0,130.0,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,130.0,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",36.7816091954023,69.71264367816092,high,3,373
931,947,1.05 Chips & Snacks,"Sabritas Fritos Chile-Limon 170g ,",1335.09,1266.86,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,68.23000000000002,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.70588235294117,69.68235294117648,high,3,374
783,799,1.25 Sweets & Candies,Tamaroca Banderilla Con Chile X30,104.97,104.97,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,104.97,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,36.65158371040724,69.6606334841629,high,3,375
22,38,2. Restaurant,Chicken Colombian Empanada,10469.25,10404.2,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,65.04999999999927,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.58823529411764,69.63529411764705,high,3,376
294,310,1.12 Frozen Products,Ravi Frozen Yellow Sliced Plantain 3 LB,9469.71,9404.73,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,64.97999999999956,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.47058823529412,69.58823529411765,high,3,377
178,194,4.Bakery,160 Venezuela Plantain & Cheese Empanada,2154.6,2091.15,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,63.44999999999982,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.3529411764706,69.54117647058824,high,3,378
1202,1218,1.23 Sauces,Fritz Corn Sauce 240g,251.76,188.76,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,63.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.23529411764706,69.49411764705883,high,3,379
556,572,1.03 Beverages,Postobon Uva Soda Bottle - 14 Oz X24,103.92,103.92,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,103.92,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,36.199095022624434,69.47963800904978,high,3,380
333,349,1.12 Frozen Products,La Saltena Rotiseras Hojaldre 5.5 12 Pack 767 Gr,1175.99,977.53,LOW_MARGIN,profitability_result,margin_review_not_confirmed_loss,977.53,associated_net_sales,35,Review price-cost relationship and whether discounts compressed the observed margin.,86.15384615384616,69.46153846153847,high,3,381
245,261,4.Bakery,160 LM Copa Veneciana Frutos Rojos / Berry Cup,217.49,154.59,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,62.900000000000006,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.11764705882354,69.4470588235294,high,3,382
1117,1133,1.10 Dairy,Rumba Cheese Oaxaca Boule 200 Gr,707.41,707.41,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,707.41,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",86.11111111111111,69.44444444444444,high,3,383
25,41,2. Restaurant,Sopa de Tortilla - Tortilla Soup,8215.51,8153.28,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,62.23000000000047,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",86.0,69.4,high,3,384
1183,1199,1.23 Sauces,Emperador Teloloapan Mole Almendrado  1k,371.88,309.9,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,61.98000000000002,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.88235294117646,69.35294117647058,high,3,385
1493,1509,3.Coffee160,160 Cafe con Leche 16oz,1955.1,1893.87,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,61.23000000000002,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.76470588235294,69.30588235294118,high,3,386
787,803,1.25 Sweets & Candies,Nestle Savoy Cri Cri 27 g / .95 oz X12,115.96,101.46,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,101.46,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,35.74660633484163,69.29864253393666,high,3,387
675,691,1.25 Sweets & Candies,Su Sabor Bocadillo de Guayaba regular 18 uni / 650g,550.19,489.79,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,60.400000000000034,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.6470588235294,69.25882352941176,high,3,388
1527,1543,3.Coffee160,Mint Lemonade,126.27,124.62,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,124.62,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",35.63218390804598,69.2528735632184,high,3,389
579,595,1.03 Beverages,Tiky Pinneaple soda Glass 12 oz /  350 ml,119.8,59.8,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,60.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.47058823529412,69.18823529411765,high,3,390
1092,1108,1.26 Tortillas,Don Pancho Thin Chip Tortilla 26oz,169.66,109.66,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,60.0,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.47058823529412,69.18823529411765,high,3,391
789,805,1.25 Sweets & Candies,Pelon Pelo Rico 28 Gr X12,99.9,99.9,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,99.9,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,35.294117647058826,69.11764705882354,high,3,392
159,175,4.Bakery,160 Venezuelan Beef Empanada,4831.89,4771.91,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,59.98000000000047,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.29411764705883,69.11764705882354,high,3,393
653,669,1.25 Sweets & Candies,Gamesa Marias box 19.7oz / 560g,719.36,682.19,CATALOG_ACTIONABLE,catalog_control,sales_associated_with_review_candidate,682.19,associated_positive_net_sales,35,"Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",85.18518518518519,69.07407407407408,high,3,394
766,782,1.25 Sweets & Candies,Gummy Rock Sandia Watermelon Spicy lolly pop spacy candy 85g Gummy Rock Sandia Watermelon Spicy lolly pop spacy candy 85g unit,181.77,123.15,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,58.620000000000005,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.1764705882353,69.07058823529412,high,3,395
1092,1108,1.26 Tortillas,Don Pancho Thin Chip Tortilla 26oz,169.66,109.66,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,3.9,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",22.58064516129032,69.03225806451613,high,3,396
442,458,1.03 Beverages,Jarritos Lime 12.5oz UNIT,794.03,735.54,REVENUE_REDUCTION,revenue_efficiency,confirmed_revenue_reduction_not_automatically_avoidable,58.49000000000001,gross_to_net_reduction,35,"Validate discount/refund authorization, business purpose and policy compliance.",85.05882352941177,69.02352941176471,high,3,397
